"","nome","pais","corrida","ano","horario","tempo","percurso","largada","chegada","data","pace","sexo"
"103","Tesfaye Jifar","Etiópia",77,2001,"2001-12-31 17:00:00",44.25,15000,"Av. Paulista, em frente ao MASP.","Av. Paulista 900, na frente do Edifício Cásper Líbero.",2001-12-31 12:00:00,2.95,"masculino"
"104","Maria Zeferina Baldaia","Brasil",77,2001,"2001-12-31 15:15:00",52.15,15000,"Av. Paulista, em frente ao MASP.","Av. Paulista 900, na frente do Edifício Cásper Líbero.",2001-12-31 12:00:00,3.47666666666667,"feminino"
"105","Robert Cheruiyot","Quênia",78,2002,"2002-12-31 17:00:00",44.9833333333333,15000,"Av. Paulista, em frente ao MASP.","Av. Paulista 900, na frente do Edifício Cásper Líbero.",2002-12-31 12:00:00,2.99888888888889,"masculino"
"106","Marizete de Paula Rezende","Quênia",78,2002,"2002-12-31 15:15:00",54.0333333333333,15000,"Av. Paulista, em frente ao MASP.","Av. Paulista 900, na frente do Edifício Cásper Líbero.",2002-12-31 12:00:00,3.60222222222222,"feminino"
"107","Marílson Gomes dos Santos","Brasil",79,2003,"2003-12-31 17:00:00",43.8166666666667,15000,"Av. Paulista, em frente ao MASP.","Av. Paulista 900, na frente do Edifício Cásper Líbero.",2003-12-31 12:00:00,2.92111111111111,"masculino"
"108","Margaret Okayo","Quênia",79,2003,"2003-12-31 15:15:00",51.4,15000,"Av. Paulista, em frente ao MASP.","Av. Paulista 900, na frente do Edifício Cásper Líbero.",2003-12-31 12:00:00,3.42666666666667,"feminino"
"109","Robert Cheruiyot","Quênia",80,2004,"2004-12-31 17:00:00",44.7166666666667,15000,"Av. Paulista, em frente ao MASP.","Av. Paulista 900, na frente do Edifício Cásper Líbero.",2004-12-31 12:00:00,2.98111111111111,"masculino"
"110","Lydia Cheromei","Quênia",80,2004,"2004-12-31 15:15:00",52.9666666666667,15000,"Av. Paulista, em frente ao MASP.","Av. Paulista 900, na frente do Edifício Cásper Líbero.",2004-12-31 12:00:00,3.53111111111111,"feminino"
"111","Marilson Gomes dos Santos","Brasil",81,2005,"2005-12-31 17:00:00",44.3166666666667,15000,"Av. Paulista, em frente ao MASP.","Av. Paulista 900, na frente do Edifício Cásper Líbero.",2005-12-31 12:00:00,2.95444444444444,"masculino"
"112","Olivera Jevtic","Sérvia e Montenegro",81,2005,"2005-12-31 15:15:00",51.6166666666667,15000,"Av. Paulista, em frente ao MASP.","Av. Paulista 900, na frente do Edifício Cásper Líbero.",2005-12-31 12:00:00,3.44111111111111,"feminino"
"113","Franck Caldeira","Brasil",82,2006,"2006-12-31 17:00:00",44.1,15000,"Av. Paulista, em frente ao MASP.","Av. Paulista 900, na frente do Edifício Cásper Líbero.",2006-12-31 12:00:00,2.94,"masculino"
"114","Lucélia Peres","Brasil",82,2006,"2006-12-31 15:15:00",51.3833333333333,15000,"Av. Paulista, em frente ao MASP.","Av. Paulista 900, na frente do Edifício Cásper Líbero.",2006-12-31 12:00:00,3.42555555555556,"feminino"
"115","Robert Cheruiyot","Quênia",83,2007,"2007-12-31 17:00:00",45.9,15000,"Av. Paulista, em frente ao MASP.","Av. Paulista 900, na frente do Edifício Cásper Líbero.",2007-12-31 12:00:00,3.06,"masculino"
"116","Alice Timbilili","Quênia",83,2007,"2007-12-31 15:15:00",51.6166666666667,15000,"Av. Paulista, em frente ao MASP.","Av. Paulista 900, na frente do Edifício Cásper Líbero.",2007-12-31 12:00:00,3.44111111111111,"feminino"
"117","James Kipsang","Quênia",84,2008,"2008-12-31 16:52:00",44.7,15000,"Av. Paulista, em frente ao MASP.","Av. Paulista 900, na frente do Edifício Cásper Líbero.",2008-12-31 12:00:00,2.98,"masculino"
"118","Yimer Wude Ayalew","Etiópia",84,2008,"2008-12-31 16:45:00",51.6166666666667,15000,"Av. Paulista, em frente ao MASP.","Av. Paulista 900, na frente do Edifício Cásper Líbero.",2008-12-31 12:00:00,3.44111111111111,"feminino"
"119","James Kipsang","Quênia",85,2009,"2009-12-31 16:55:00",44.6666666666667,15000,"Av. Paulista, em frente ao MASP.","Av. Paulista 900, na frente do Edifício Cásper Líbero.",2009-12-31 12:00:00,2.97777777777778,"masculino"
"120","Pasalia Kipkoech Chepkorir","Quênia",85,2009,"2009-12-31 16:45:00",52.5,15000,"Av. Paulista, em frente ao MASP.","Av. Paulista 900, na frente do Edifício Cásper Líbero.",2009-12-31 12:00:00,3.5,"feminino"
"121","Marilson Gomes dos Santos","Brasil",86,2010,"2010-12-31 16:55:00",44.1166666666667,15000,"Av. Paulista, em frente ao MASP.","Av. Paulista 900, na frente do Edifício Cásper Líbero.",2010-12-31 12:00:00,2.94111111111111,"masculino"
"122","Alice Timbilili","Quênia",86,2010,"2010-12-31 15:15:00",50.3166666666667,15000,"Av. Paulista, em frente ao MASP.","Av. Paulista 900, na frente do Edifício Cásper Líbero.",2010-12-31 12:00:00,3.35444444444444,"feminino"
"123","Tariku Bekele","Etiópia",87,2011,"2011-12-31 17:30:00",43.5833333333333,15000,"Av. Paulista, em frente ao MASP.","Avenida Pedro Álvares Cabral, no Ibirapuera.",2011-12-31 12:00:00,2.90555555555556,"masculino"
"124","Priscah Jeptoo","Quênia",87,2011,"2011-12-31 17:10:00",48.8,15000,"Av. Paulista, em frente ao MASP.","Avenida Pedro Álvares Cabral, no Ibirapuera.",2011-12-31 12:00:00,3.25333333333333,"feminino"
"125","Edwin Kipsang","Quênia",88,2012,"2012-12-31 09:00:00",44.0833333333333,15000,"Av. Paulista, próximo à Rua Frei Caneca.","Av. Paulista, 900, em frente ao Edifício da Fundação Cásper Líbero.",2012-12-31 12:00:00,2.93888888888889,"masculino"
"126","Maurine Kipchumba","Quênia",88,2012,"2012-12-31 08:40:00",51.7,15000,"Av. Paulista, próximo à Rua Frei Caneca.","Av. Paulista, 900, em frente ao Edifício da Fundação Cásper Líbero.",2012-12-31 12:00:00,3.44666666666667,"feminino"
"127","Edwin Kipsang","Quênia",89,2013,"2013-12-31 09:00:00",43.7833333333333,15000,"Av. Paulista, próximo à Rua Ministro Rocha Azevedo (sentido Consolação).","Av. Paulista, 900, em frente ao Edifício da Fundação Cásper Líbero.",2013-12-31 12:00:00,2.91888888888889,"masculino"
"128","Nancy Kipron","Quênia",89,2013,"2013-12-31 08:40:00",51.9666666666667,15000,"Av. Paulista, próximo à Rua Ministro Rocha Azevedo (sentido Consolação).","Av. Paulista, 900, em frente ao Edifício da Fundação Cásper Líbero.",2013-12-31 12:00:00,3.46444444444444,"feminino"
"129","Dawit Admasu","Etiópia",90,2014,"2014-12-31 09:00:00",45.0666666666667,15000,"Av. Paulista, próximo à Rua Ministro Rocha Azevedo (sentido Consolação).","Av. Paulista, 900, em frente ao Edifício da Fundação Cásper Líbero.",2014-12-31 12:00:00,3.00444444444444,"masculino"
"130","Ymer Wude Ayalew","Etiópia",90,2014,"2014-12-31 08:40:00",50.7166666666667,15000,"Av. Paulista, próximo à Rua Ministro Rocha Azevedo (sentido Consolação).","Av. Paulista, 900, em frente ao Edifício da Fundação Cásper Líbero.",2014-12-31 12:00:00,3.38111111111111,"feminino"
