BDMEP - INMET
--------------------
Estação           : SAO PAULO MIR de SANTANA  - SP (OMM: 83781)
Latitude  (graus) : -23.5
Longitude (graus) : -46.61
Altitude  (metros): 792.06
Estação Operante
Inicio de operação: 01/12/1945
Periodo solicitado dos dados: 01/12/1945 a 01/01/2014
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, <a href="http://www.inmet.gov.br/projetos/rede/pesquisa/instrucao.html" target="_top" rel="facebox">siga as instruções</a>
--------------------
Estacao;Data;Hora;TempMaximaMedia;TempCompensadaMedia;TempMinimaMedia;UmidadeRelativaMedia;
83781;31/01/2010;0000;28.983871;23.391613;19.848387;80.33871;
83781;28/02/2010;0000;30.878571;24.685;20.592857;69.964286;
83781;31/03/2010;0000;28.803226;23.016774;19.416129;74.516129;
83781;30/04/2010;0000;25.693333;20.624667;17.02;74.125;
83781;31/05/2010;0000;23.732258;18.423871;14.832258;74.548387;
83781;30/06/2010;0000;22.726667;16.820667;12.726667;70.166667;
83781;31/07/2010;0000;24.21;18.363226;14.164516;71.129032;
83781;31/08/2010;0000;24.16129;17.489677;12.816129;64.33871;
83781;30/09/2010;0000;25.996667;19.715333;15.52;70.483333;
83781;31/10/2010;0000;24.570968;18.591613;14.909677;75.137097;
83781;30/11/2010;0000;27.28;21.056667;16.973333;72.041667;
83781;31/12/2010;0000;28.354839;22.912903;19.3;77.846774;
83781;31/01/2011;0000;29.490323;23.854194;20.383871;78.185484;
83781;28/02/2011;0000;30.446429;24.360714;20.325;72.839286;
83781;31/03/2011;0000;25.923333;21.702667;18.893333;80.6;
83781;30/04/2011;0000;27.246667;21.75037;18.056667;75.525;
83781;31/05/2011;0000;22.990323;17.690323;14.283871;75.16129;
83781;30/06/2011;0000;22.29;15.961333;11.503333;72.658333;
83781;31/07/2011;0000;23.716129;17.483226;13.090323;70.967742;
83781;31/08/2011;0000;24.941935;18.303871;13.758065;69.895161;
83781;30/09/2011;0000;25.79;18.246;13.56;67.208333;
83781;31/10/2011;0000;26.264516;20.216774;16.432258;72.733871;
83781;30/11/2011;0000;26.19;20.013333;15.81;71.125;
83781;31/12/2011;0000;27.758065;22.199355;18.254839;69.854839;
83781;31/01/2012;0000;27.045161;21.476129;17.919355;78.177419;
83781;29/02/2012;0000;30.696552;24.527586;20.131034;71.62931;
83781;31/03/2012;0000;28.835484;22.449333;18.225806;73.096774;
83781;30/04/2012;0000;26.9;21.249333;17.87;78.716667;
83781;31/05/2012;0000;23.1;18.043871;14.593548;77.241935;
83781;30/06/2012;0000;22.216667;18.030714;14.403333;80.862069;
83781;31/07/2012;0000;23.425806;17.765806;13.341935;70.33871;
83781;31/08/2012;0000;25.693548;19.193548;14.258065;64.241935;
83781;30/09/2012;0000;27.34;20.064828;15.446667;64.4;
83781;31/10/2012;0000;29.403448;22.494815;17.490323;69.83871;
83781;30/11/2012;0000;26.446667;20.986897;17.173333;75.65;
83781;31/12/2012;0000;30.151613;24.565333;20.748387;75.298387;
83781;31/01/2013;0000;26.832258;22.047742;18.9;78.895161;
83781;28/02/2013;0000;29.353571;23.350714;19.15;75.133929;
83781;31/03/2013;0000;27.13;22.020667;18.683871;78.927419;
83781;30/04/2013;0000;;;16.4;75.458333;
83781;31/05/2013;0000;;;15.06129;74.774194;
83781;30/06/2013;0000;22.763333;18.145333;15.03;80.25;
83781;31/07/2013;0000;21.706452;16.697241;12.045161;75.225806;
83781;31/08/2013;0000;24.803226;17.985333;12.677419;63.919355;
83781;30/09/2013;0000;25.063333;19.1;14.74;68.422414;
83781;31/10/2013;0000;24.987097;19.802667;16.012903;72.5;
83781;30/11/2013;0000;26.966667;21.458621;17.62;73.05;
83781;31/12/2013;0000;28.896774;23.28;19.425806;70.774194;
